214; 0:32:07.40;00:01:07
207; 0:32:15.78;00:01:16
230; 0:32:24.25;00:01:24
233; 0:33:09.22;00:02:09
219; 0:33:14.38;00:02:14
228; 0:41:53.72;00:09:54

214;00:01:07
207;00:01:16
230;00:01:24
233;00:02:09
219;00:02:14
228;00:09:54

