303;00:02:00;VelPerm=20Km/h Pico=37Km/h as 13:46:21 (durante 3 seg ) Erro=17Km/h (85,00%);Marcos Baumgart;10;55
345;00:02:00;VelPerm=20Km/h Pico=38Km/h as 14:10:31 (durante 4 seg ) Erro=18Km/h (90,00%);Luis Carlos Nacif;10;55

