41;10:44:00;;;;;
42;10:46:00;;;;;
45;10:48:00;;;;;
43;10:50:00;;;;;
44;10:52:00;;;;;
46;10:54:00;;;;;
49;10:56:00;;;;;
47;10:58:00;;;;;
51;11:00:00;;;;;
48;11:02:00;;;;;
50;11:04:00;;;;;
52;11:06:00;;;;;
54;11:08:00;;;;;
53;11:10:00;;;;;
58;11:12:00;;;;;
56;11:14:00;;;;;
57;11:16:00;;;;;
66;11:18:00;;;;;
61;11:20:00;;;;;
60;11:22:00;;;;;
59;11:24:00;;;;;
65;11:26:00;;;;;
67;11:28:00;;;;;
68;11:30:00;;;;;
64;11:32:00;;;;;

