1;10:24:57.11
2;10:32:53.83
3;10:55:06.78
4;11:05:36.81
5;0:00:00.00
6;10:36:02.39
7;10:36:21.41
8;11:21:25.47
9;10:28:03.39
10;11:25:52.23
11;11:00:34.27
12;10:49:50.62
13;0:00:00.00
14;11:01:00.90
15;10:42:05.01
16;10:41:32.90
17;11:23:53.04
18;11:18:39.83
19;11:07:12.63
20;11:16:43.55
21;10:38:07.58
22;11:02:10.64
23;11:12:51.71
25;11:35:14.86
26;0:00:00.00
27;11:41:31.89
28;11:28:51.93
29;11:13:21.76
30;11:29:26.99
31;0:00:00.00
32;0:00:00.00
33;11:30:51.55
34;11:40:23.52
35;11:59:22.89
36;11:31:25.64
38;11:30:22.69
39;11:23:29.70
40;11:48:22.61
100;11:03:18.82
101;11:44:44.21
102;11:47:19.86
103;11:20:10.94
104;11:40:00.33
105;11:28:10.28
106;0:00:00.00

