41;11:06:03.23
42;11:10:09.41
43;11:28:34.73
44;11:33:34.57
45;11:46:28.42
46;11:17:17.01
47;11:20:56.98
48;11:36:41.91
49;11:18:47.18
50;11:27:57.89
51;11:32:21.82
52;11:30:07.78
53;11:33:51.37
54;11:34:04.64
55;12:17:49.60
56;11:38:53.33
57;11:39:47.83
58;11:37:48.06
59;11:49:19.73
60;11:45:34.10
61;11:44:29.31
62;12:30:02.41
63;12:26:54.57
64;11:55:31.49
65;11:53:29.73
66;11:40:30.85
67;12:04:34.37
68;11:57:21.43
69;11:58:58.97
70;12:07:06.40
71;0:00:00.00
72;12:05:06.43
73;12:06:09.99
74;12:13:40.05
75;12:09:11.15
76;12:23:56.74
77;0:00:00.00
78;12:37:14.86
79;12:10:31.99
80;12:22:44.68
81;12:31:22.50
82;12:33:43.62
83;12:13:59.29
84;0:00:00.00
85;12:21:10.65

