41;0:00:00.00
42;12:53:06.15
43;0:00:00.00
44;13:12:37.37
45;13:30:26.61
46;13:03:16.25
47;0:00:00.00
48;0:00:00.00
49;0:00:00.00
50;13:12:00.76
51;13:49:01.72
52;13:15:06.15
53;13:18:25.89
54;13:26:51.45
55;14:10:15.05
56;13:23:44.34
57;0:00:00.00
58;13:42:33.02
59;13:49:27.23
60;13:29:13.57
61;13:29:32.62
62;14:25:03.04
63;14:12:34.78
64;13:38:44.13
65;13:45:00.08
66;13:39:34.40
67;0:00:00.00
68;0:00:00.00
69;0:00:00.00
70;13:46:26.18
71;0:00:00.00
72;13:50:42.45
73;0:00:00.00
74;13:58:06.36
75;0:00:00.00
76;0:00:00.00
77;0:00:00.00
78;0:00:00.00
79;14:01:01.69
80;14:14:58.68
81;14:22:13.54
82;0:00:00.00
83;14:04:33.98
84;0:00:00.00
85;14:12:28.57
2;12:03:08.96
3;12:11:16.05
4;12:34:51.77
5;12:43:33.59
6;12:24:58.19
7;12:17:51.61
8;12:42:22.50
9;12:48:18.41
10;12:25:01.82
11;12:53:34.00
12;12:42:10.99
14;12:37:54.24
15;12:19:04.74
16;0:00:00.00
17;0:00:00.00
18;0:00:00.00
19;12:53:58.18
20;0:00:00.00
31;0:00:00.00
32;0:00:00.00
33;12:46:27.33

