41;0:00:00.00
42;12:01:53.47
43;0:00:00.00
44;12:23:34.75
45;12:36:58.69
46;12:10:38.41
47;0:00:00.00
48;0:00:00.00
49;0:00:00.00
50;12:19:55.53
51;12:35:23.81
52;12:23:16.38
53;12:26:34.27
54;12:31:01.88
55;13:15:41.95
56;12:31:43.73
57;12:32:57.53
58;12:33:04.80
59;12:43:28.86
60;12:37:46.01
61;12:36:50.50
62;13:27:47.71
63;13:18:55.48
64;12:47:33.20
65;12:49:15.54
66;12:43:55.87
67;0:00:00.00
68;0:00:00.00
69;0:00:00.00
70;12:57:19.38
71;0:00:00.00
72;12:56:10.55
73;0:00:00.00
74;13:06:16.23
75;0:00:00.00
76;0:00:00.00
77;0:00:00.00
78;0:00:00.00
79;13:02:29.30
80;13:19:10.92
81;13:27:34.82
82;13:30:52.05
83;13:09:42.50
84;0:00:00.00
85;13:13:31.69
2;11:14:23.61
3;11:19:52.83
4;11:36:11.69
5;11:41:24.58
6;11:30:31.25
7;11:27:29.50
8;11:42:37.95
9;11:43:45.70
10;11:34:04.13
11;11:55:32.02
12;11:44:50.33
14;11:43:15.29
15;0:00:00.00
16;0:00:00.00
17;0:00:00.00
18;0:00:00.00
19;11:54:12.84
20;0:00:00.00
31;14:04:33.39
32;12:08:39.45
33;11:53:05.13

