2;10:00:00;;;;;
3;10:02:00;;;;;
4;10:04:00;;;;;
5;10:06:00;;;;;
6;10:08:00;;;;;
7;10:10:00;;;;;
8;10:12:00;;;;;
9;10:14:00;;;;;
10;10:16:00;;;;;
11;10:17:00;;;;;
12;10:18:00;;;;;
14;10:19:00;;;;;
15;10:20:00;;;;;
16;05:00:00;;;;;
17;05:00:00;;;;;
18;05:00:00;;;;;
19;10:21:00;;;;;
20;10:22:00;;;;;
31;10:27:00;;;;;
32;10:29:00;;;;;
33;10:31:00;;;;;

